Module	Symbol
m14	SURF2
m14	SURF4
m14	YKT6
m14	KCNQ3
m14	KCNQ2
m14	KLC2
m14	KLC1
m14	STX18
m14	STX5
m14	SPTB
m14	SPTBN4
m14	SPTAN1
m14	SPTBN2
m14	SPTBN5
m14	SPTBN1
m14	INS
m14	NSF
m14	DYNC1LI2
m14	RAB36
m14	MAN1A2
m14	MAN2A1
m14	NAPG
m14	NAPA
m14	MAN1C1
m14	RAB33B
m14	MAN2A2
m14	NAPB
m14	TMED2
m14	TMED10
m14	DYNC2H1
m14	KLC3
m14	KLC4
m14	RAB1A
m14	SCFD1
m14	RAB1B
m14	USO1
m14	GORASP1
m14	GOLGA2
m14	MAN1A1
m14	CD59
m14	CD55
m14	BNIP1
m14	COPZ2
m14	COPE
m14	USE1
m14	COPZ1
m14	RINT1
m14	KDELR1
m14	TMED9
m14	KDELR2
m14	GOSR2
m14	DCTN4
m14	DCTN6
m14	DCTN2
m14	DCTN1
m14	DYNC1I2
m14	DYNC1I1
m14	DCTN5
m14	GOLIM4
m14	GOSR1
m14	GOLGA5
m14	KIF5A
m14	COG6
m14	COG4
m14	COG2
m14	COG8
m14	COG7
m14	COG3
m14	COG5
m14	COG1
m14	KDELR3
m14	COPA
m14	ASAP2
m14	TMEM115
m14	TMED3
m14	TMED7
m14	KIF5B
m14	GOLGB1
m14	COPG2
m14	COPG1
m14	COPB2
m14	ARF1
m14	ANK3
m14	ARF3
m14	ARFGAP2
m14	ARF5
m14	ARCN1
m14	BET1
m14	ARF4
m14	ARFGAP1
m14	BET1L
m14	GBF1
m14	TBC1D20
m14	ANK2
m14	ANK1
m15	SRGN
m15	TOR4A
m15	LTBP3
m15	TGFB3
m15	TGFB2
m15	LTBP1
m15	SERPIND1
m15	VWF
m15	FGB
m15	F13A1
m15	F8
m15	VEGFA
m15	PDGFB
m15	SERPINE1
m15	IGF1
m15	SERPINA1
m15	RARRES2
m15	THBS1
m15	FN1
m15	PPBP
m15	PF4
m15	CLU
m15	SERPING1
m15	VEGFC
m15	TIMP1
m15	APOOL
m15	SERPINF2
m15	QSOX1
m15	OLA1
m15	FAM49B
m15	FERMT3
m15	TMSB4X
m15	SCCPDH
m15	AHSG
m15	SPARC
m15	HGF
m15	LEFTY2
m15	GTPBP2
m15	ITIH3
m15	ITIH4
m15	ISLR
m15	MAGED2
m15	CDC37L1
m15	MMRN1
m15	PCYOX1L
m15	SERPINA3
m15	TIMP3
m15	ORM1
m15	ORM2
m15	LGALS3BP
m15	CTSW
m15	FAM3C
m15	MAGI2
m15	HRG
m15	ACTN2
m15	ALDOA
m15	ALB
m15	ACTN4
m15	APOH
m15	ACTN1
m15	SEPP1
m15	ECM1
m15	CLEC3B
m15	SPP2
m15	A2M
m16	TRAPPC3L
m16	TRAPPC4
m16	TRAPPC5
m16	TRAPPC6A
m16	YKT6
m16	SAR1A
m16	SEC31B
m16	SEC13
m16	SEC23A
m16	SEC24D
m16	SEC24C
m16	SEC31A
m16	SEC24A
m16	PPP6R3
m16	SEC24B
m16	SCAP
m16	STX17
m16	STX5
m16	MIA3
m16	PREB
m16	SEC16A
m16	TFG
m16	TRAPPC6B
m16	TRAPPC1
m16	TRAPPC10
m16	TMED2
m16	SEC23IP
m16	TRAPPC9
m16	SEC22C
m16	TRAPPC3
m16	SEC22A
m16	TRAPPC2
m16	TMED10
m16	TRAPPC2L
m16	SAR1B
m16	LMAN2
m16	MCFD2
m16	RAB1A
m16	SCFD1
m16	RAB1B
m16	LMAN2L
m16	CTSC
m16	USO1
m16	CTSZ
m16	LMAN1
m16	GORASP1
m16	GOLGA2
m16	CTAGE5
m16	CCDC68
m16	CD59
m16	GOSR2
m16	CNIH2
m16	CNIH3
m16	TRAPPC8
m16	CNIH1
m16	TMED4
m16	BET1
m16	RUSC2
m16	TBC1D20
m17	XRCC3
m17	XRCC2
m17	SPRTN
m17	POLE
m17	POLD3
m17	RFC5
m17	POLD2
m17	RPA1
m17	RFC4
m17	RPA2
m17	RPA3
m17	POLD1
m17	RFC2
m17	POLE2
m17	RFC3
m17	REV1
m17	RFC1
m17	REV3L
m17	USP43
m17	POLI
m17	RAD52
m17	RAD50
m17	RBBP8
m17	POLN
m17	RAD18
m17	USP1
m17	RAD51
m17	MAD2L2
m17	POLH
m17	CHTF18
m17	RAD17
m17	DDX11
m17	KAT5
m17	STRA13
m17	POLD4
m17	ZBTB32
m17	ERCC1
m17	ERCC4
m17	CHEK1
m17	DCLRE1A
m17	FANCG
m17	FANCA
m17	FANCM
m17	FANCI
m17	FANCL
m17	FANCD2
m17	UBE2T
m17	FANCC
m17	FANCB
m17	MUS81
m17	FANCF
m17	FANCE
m17	EME1
m17	RTEL1
m17	BRCA1
m17	C1orf86
m17	C19orf40
m17	TOP3A
m17	RMI1
m17	EME2
m17	SMARCAL1
m17	TOPBP1
m17	TIMELESS
m17	HUS1
m17	RAD1
m17	C17orf70
m17	RMI2
m17	RAD51C
m17	WRN
m17	PALB2
m17	TIPIN
m17	NBN
m17	MRE11A
m17	RAD51AP1
m17	RHNO1
m17	ATRIP
m17	DNA2
m17	BRCA2
m17	EXO1
m17	BARD1
m17	BRIP1
m17	BLM
m17	RAD9B
m17	GEN1
m17	FEN1
m17	ATAD5
m17	ATM
m17	EWSR1
m17	ATR
m18	TRAF3
m18	TNF
m18	USP14
m18	PSMA2
m18	PSMB8
m18	PSMD2
m18	PSMA5
m18	PSMC5
m18	PSMB5
m18	PSMC1
m18	PSMB3
m18	PSMD3
m18	PSMC4
m18	PSMB1
m18	PSMA3
m18	PSMD14
m18	PSMB9
m18	PSMC6
m18	PSMD11
m18	PSMD1
m18	PSMD7
m18	PSMD8
m18	PSMB7
m18	PSMD12
m18	UCHL5
m18	PSMC3
m18	PSMB10
m18	PSMD4
m18	SHFM1
m18	PSMB2
m18	PSMC2
m18	PSMB4
m18	PSMB6
m18	PSMA7
m18	PSMD13
m18	PSMA8
m18	PSMD6
m18	PSMA4
m18	POMP
m18	PSMA1
m18	NFKBIA
m18	MAPK6
m18	GLI3
m18	GLI1
m18	GLI2
m18	NFKBIB
m18	SPOP
m18	PRICKLE1
m18	PSMD10
m18	HECW1
m18	PSME4
m18	PSME2
m18	PSME1
m18	PSME3
m18	PSMD5
m18	DVL1
m18	DVL3
m18	SPOPL
m18	KLHL12
m18	PSMD9
m18	ODC1
m18	GSK3B
m18	CDC6
m18	PSMF1
m18	GTSE1
m18	GMNN
m18	CDC25A
m18	NFKB2
m18	RELB
m18	TNFRSF1B
m18	REL
m18	NFKBIE
m18	TNFSF13B
m18	TNFRSF13C
m18	LTB
m18	LTBR
m18	BIRC3
m18	OAZ2
m18	OAZ3
m18	OAZ1
m18	RNF146
m18	RFWD2
m18	BAP1
m18	AXIN2
m18	CSNK1A1
m18	APC
m18	BIRC2
m18	CD40LG
m18	PTTG1
m18	ANKRD42
m18	FBXO5
m18	CDC26
m18	ANAPC16
m18	ANAPC15
m18	UBFD1
m18	UBLCP1
m18	MYSM1
m18	MPND
m18	ADRM1
m19	PEX2
m19	INIP
m19	NABP1
m19	NABP2
m19	INTS3
m19	POU2F2
m19	TBP
m19	TAF8
m19	ZNF143
m19	SNAPC3
m19	SNAPC1
m19	TAF9
m19	GTF2A2
m19	IKBKAP
m19	ELP4
m19	ELP3
m19	PHAX
m19	CTR9
m19	RTF1
m19	SUPT4H1
m19	MLLT1
m19	TCEA2
m19	NELFB
m19	ZC3H8
m19	MLLT3
m19	NARG2
m19	KIAA0947
m19	INTS12
m19	INTS7
m19	RPRD2
m19	SNAPC4
m19	INTS8
m19	TAF5
m19	INTS5
m19	INTS6
m19	RPRD1B
m19	VWA9
m19	TAF6
m19	TAF11
m19	INTS2
m19	RPRD1A
m19	INTS10
m19	SNAPC2
m19	TAF13
m19	INTS1
m19	POU2F1
m19	CPSF3L
m19	SNAPC5
m19	ELL3
m19	GTF2A1
m19	GTF2B
m19	GTF2E2
m19	GTF2E1
m19	CCNT1
m19	CDK9
m19	ELL
m19	CCNK
m19	ELL2
m19	CDC73
m19	AFF4
m19	EAF2
m19	EAF1
m19	AFF1
m20	SUMO3
m20	SENP6
m20	SUMO1
m20	SENP5
m20	PRAM1
m20	SP100
m20	NUP62CL
m20	NUP93
m20	NUP98
m20	SEH1L
m20	NXF3
m20	RAE1
m20	NXF1
m20	RANBP2
m20	NXT1
m20	THOC7
m20	NEK7
m20	NEK9
m20	NUP205
m20	NUP188
m20	NUP50
m20	NUP133
m20	NUP54
m20	NEK6
m20	NUP37
m20	NUP107
m20	NUP62
m20	NUP85
m20	SLBP
m20	KPNB1
m20	RAN
m20	HSPA4
m20	HSPA13
m20	HSPA4L
m20	HSPA5
m20	HSPA9
m20	HSPA6
m20	HSPA14
m20	HSPA1A
m20	HSPA2
m20	GLE1
m20	SNUPN
m20	DDX19B
m20	NUP214
m20	NUP153
m20	NUP43
m20	PHAX
m20	DDX20
m20	NUP210
m20	NUP155
m20	GEMIN6
m20	NUP35
m20	GEMIN5
m20	GEMIN2
m20	NUP88
m20	NUPL2
m20	NDC1
m20	GEMIN4
m20	NUP160
m20	NPM1
m20	DNAJC7
m20	HSPA12A
m20	HSPA12B
m20	DNAJC2
m20	DNAJB6
m20	C11orf73
m20	BAG5
m20	BAG3
m20	BAG2
m20	BAG1
m20	POM121
m20	THOC2
m20	THOC3
m20	THOC1
m20	THOC5
m20	THOC6
m20	POLDIP3
m20	SARNP
m20	CHTOP
m20	POM121C
m20	FYTTD1
m20	IPO8
m20	XPOT
m20	ALYREF
m20	ZC3H13
m20	RBM15
m20	AAAS
m21	XRCC3
m21	XRCC2
m21	PARP1
m21	PARP2
m21	PCNA
m21	XRCC1
m21	POLB
m21	PIAS1
m21	KIAA0101
m21	POLE
m21	POLD3
m21	RFC5
m21	POLD2
m21	RPA1
m21	RFC4
m21	RPA2
m21	RPA3
m21	POLD1
m21	RFC2
m21	POLE2
m21	RFC3
m21	RFC1
m21	REV3L
m21	POLE4
m21	MSH6
m21	RAD50
m21	RBBP8
m21	USP7
m21	DDB1
m21	RAD18
m21	USP1
m21	RAD51
m21	DTL
m21	DDB2
m21	ERCC8
m21	MAD2L2
m21	POLE3
m21	POLH
m21	POLA2
m21	POLA1
m21	PRIM1
m21	RAD17
m21	CUL4B
m21	CUL4A
m21	HMGN1
m21	TCEA1
m21	LIG1
m21	XPA
m21	UVSSA
m21	LIG3
m21	ZNF830
m21	POLD4
m21	ZBTB32
m21	ERCC6
m21	MNAT1
m21	GTF2H1
m21	GTF2H3
m21	GTF2H4
m21	GTF2H2
m21	CHD1L
m21	ERCC1
m21	ERCC3
m21	RAD23A
m21	XPC
m21	ERCC2
m21	RAD23B
m21	ERCC5
m21	ERCC4
m21	CCNH
m21	CDK7
m21	BRCA1
m21	MSH2
m21	TOP3A
m21	RMI1
m21	RMI2
m21	RAD51C
m21	WRN
m21	PALB2
m21	NBN
m21	MRE11A
m21	RAD51AP1
m21	DNA2
m21	BRCA2
m21	EXO1
m21	BARD1
m21	BRIP1
m21	BLM
m21	RAD9B
m21	FEN1
m21	ATM
m21	APEX1
m21	ATR
m22	POLR3H
m22	POLR3F
m22	POLR3A
m22	POLR3K
m22	RRM2
m22	RRM1
m22	RRM2B
m22	PKLR
m22	PKM
m22	NT5E
m22	DTYMK
m22	ITPA
m22	NME6
m22	NME1
m22	NME4
m22	NME1-NME2
m22	PNPT1
m22	POLR3C
m22	POLR3B
m22	NPR1
m22	PDE10A
m22	PDE2A
m22	POLR2J3
m22	POLR2J2
m22	GUCY1B3
m22	NME5
m22	NME3
m22	NME7
m22	CTPS1
m22	ENTPD1
m22	ENTPD3
m22	NTPCR
m22	GUCY1A2
m22	CANT1
m22	ENTPD6
m22	HDDC3
m22	CTPS2
m22	NPR2
m22	GUK1
m22	CMPK2
m22	ENTPD5
m22	ENTPD4
m22	AMPD2
m22	AK8
m22	AK9
m22	ENTPD2
m22	AK5
m22	AK1
m22	AK2
m22	AK7
m22	AK3
m23	PTPN11
m23	PLCG1
m23	SOS1
m23	PIK3R3
m23	INPP5D
m23	PTPN1
m23	JAK1
m23	PIK3R1
m23	JAK2
m23	NRAS
m23	IRS4
m23	PIK3CB
m23	PIK3CA
m23	PIK3CG
m23	RET
m23	SRC
m23	LYN
m23	YES1
m23	PDGFRB
m23	PDGFRA
m23	INS
m23	FGFR1
m23	FRS2
m23	KRAS
m23	GAB1
m23	GRB2
m23	HRAS
m23	FYN
m23	KDR
m23	FLT1
m23	VEGFA
m23	SHC1
m23	PDGFB
m23	GDNF
m23	GAB2
m23	IGF1
m23	GHR
m23	IRS2
m23	KIT
m23	KITLG
m23	ERBB2
m23	HCK
m23	MET
m23	INSR
m23	CRK
m23	EGFR
m23	FGF2
m23	DOK1
m23	GRB10
m23	FGF1
m23	FLT4
m23	IGF1R
m23	VEGFC
m23	EGF
m23	BCR
m23	CBL
m23	CRKL
m23	BCAR1
m23	HGF
